"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_arizonasandsrvpark.com","FirstLinkDate_arizonasandsrvpark.com","LastLinkDate_arizonasandsrvpark.com"
424,"mysearch.com.au",1801,-1,1,1,20528,2003253,507905,28/01/2008 00:00,23/05/2011 00:00,"208.43.135.30","208.43.135.0","US","au",11,13,1,02/12/2010 00:00,02/12/2010 00:00
425,"45searchengine.com",0,-1,1,1,0,36857,36857,04/10/2010 00:00,10/08/2013 00:00,"64.15.231.165","64.15.231.0","US","com",0,0,1,16/03/2013 00:00,29/07/2013 00:00
426,"campclubusa.com",1639,-1,1,1,39618,6781,4318,11/01/2008 00:00,18/07/2013 00:00,"12.180.242.233","12.180.242.0","US","com",19,28,1,15/09/2008 00:00,28/11/2011 00:00
427,"4viaggi.com",3990,-1,1,1,247559,627196,237377,27/01/2008 00:00,10/08/2013 00:00,"159.253.138.18","159.253.138.0","NL","com",39,15,1,27/04/2008 00:00,27/04/2008 00:00
428,"57searchengines.com",5,-1,1,1,159,94560,48288,07/08/2012 00:00,10/08/2013 00:00,"216.35.75.104","216.35.75.0","US","com",4,0,1,20/05/2013 00:00,08/08/2013 00:00
429,"blue-lands.com",835,-1,1,1,1417332,73908,41616,16/01/2008 00:00,10/08/2013 00:00,"94.247.177.242","94.247.177.0","FR","com",35,29,1,25/02/2013 00:00,25/02/2013 00:00
430,"billionlinks.com",79,-1,1,1,649188,174228,100986,27/03/2008 00:00,10/08/2013 00:00,"174.142.82.186","174.142.82.0","CA","com",10,3,1,11/05/2013 00:00,11/05/2013 00:00
431,"beachcomber.com",5660,-1,1,1,114468,694649,397015,10/01/2008 00:00,10/08/2013 00:00,"209.40.99.71","209.40.99.0","US","com",41,35,1,13/08/2008 00:00,18/01/2013 00:00
432,"bakucrawler.com",0,-1,1,1,0,88454,88453,23/11/2008 00:00,21/03/2010 00:00,"91.121.81.175","91.121.81.0","FR","com",0,0,1,16/03/2010 00:00,16/03/2010 00:00
433,"articlesxp.com",348,-1,1,1,5102,1436221,168951,17/01/2008 00:00,10/08/2013 00:00,"87.98.134.121","87.98.134.0","FR","com",17,10,1,01/04/2008 00:00,01/04/2008 00:00
434,"appledsl.com",1,-1,1,1,1,110977,55145,20/12/2008 00:00,10/08/2013 00:00,"65.49.9.65","65.49.9.0","US","com",0,0,1,09/08/2013 00:00,09/08/2013 00:00
435,"americavacationmall.com",11,-1,1,1,13,246,154,14/12/2012 00:00,,"174.121.33.162","174.121.33.0","US","com",0,0,1,19/01/2011 00:00,19/01/2011 00:00
436,"americarvmall.com",7,-1,1,1,24,57,56,22/12/2012 00:00,,"174.121.33.162","174.121.33.0","US","com",0,0,1,17/01/2011 00:00,05/05/2011 00:00
437,"ameri-cantrails.com",0,-1,1,1,0,2,2,17/03/2013 00:00,,"174.122.114.250","174.122.114.0","US","com",0,0,1,17/03/2013 00:00,17/03/2013 00:00
438,"actionsearch.com",406,-1,1,1,18068,724749,121353,09/01/2008 00:00,10/08/2013 00:00,"174.137.132.100","174.137.132.0","US","com",13,18,1,23/03/2008 00:00,23/03/2008 00:00
439,"95searchengine.com",0,-1,1,1,0,37958,37958,06/10/2010 00:00,10/08/2013 00:00,"64.15.231.170","64.15.231.0","US","com",0,0,1,17/04/2013 00:00,17/04/2013 00:00
440,"92searchengines.com",1,-1,1,1,6,94418,53726,09/03/2013 00:00,10/08/2013 00:00,"64.15.231.145","64.15.231.0","US","com",4,0,1,18/03/2013 00:00,18/03/2013 00:00
441,"87searchengines.com",0,-1,1,1,0,86461,30922,16/03/2013 00:00,10/08/2013 00:00,"64.15.231.145","64.15.231.0","US","com",0,0,1,22/05/2013 00:00,22/05/2013 00:00
442,"79searchengines.com",0,-1,1,1,0,105946,51690,20/03/2013 00:00,10/08/2013 00:00,"64.15.231.145","64.15.231.0","US","com",0,0,1,10/04/2013 00:00,10/08/2013 00:00
443,"78searchengines.com",0,-1,1,1,0,70441,34343,16/03/2013 00:00,10/08/2013 00:00,"64.15.231.145","64.15.231.0","US","com",0,0,1,16/05/2013 00:00,17/07/2013 00:00
444,"68searchengines.com",0,-1,1,1,0,92283,54095,05/03/2013 00:00,10/08/2013 00:00,"64.15.231.145","64.15.231.0","US","com",0,0,1,15/05/2013 00:00,15/05/2013 00:00
445,"66searchengine.com",0,-1,1,1,0,37000,37000,17/03/2013 00:00,10/08/2013 00:00,"64.15.231.179","64.15.231.0","US","com",0,0,1,04/04/2013 00:00,07/08/2013 00:00
446,"54searchengines.com",21,-1,1,1,78,100070,51966,29/09/2012 00:00,10/08/2013 00:00,"216.35.75.102","216.35.75.0","US","com",4,0,1,09/08/2013 00:00,09/08/2013 00:00
447,"kurdishworld.com",4990,-1,1,1,118675,344549,91461,09/01/2008 00:00,27/07/2013 00:00,"176.31.232.4","176.31.232.0","FR","com",15,19,1,20/05/2008 00:00,20/05/2008 00:00
448,"lawidea.com",353,-1,1,1,1286,411790,224628,12/01/2008 00:00,10/08/2013 00:00,"72.52.208.142","72.52.208.0","US","com",22,22,1,10/06/2008 00:00,10/06/2008 00:00
449,"lenadoon.com",331,-1,1,1,1584,944155,442636,13/10/2009 00:00,10/08/2013 00:00,"208.180.24.23","208.180.24.0","US","com",6,0,1,07/03/2010 00:00,07/03/2010 00:00
450,"tulipsandbears.com",2221,-1,1,1,3056591,619038,319499,15/01/2008 00:00,10/08/2013 00:00,"178.63.48.7","178.63.48.0","DE","com",28,24,1,15/05/2008 00:00,15/05/2008 00:00
451,"travel-in-usa.com",90,-1,1,1,9901,182336,81394,06/02/2008 00:00,27/01/2013 00:00,"93.170.52.21","93.170.52.0","CZ","com",5,2,1,12/04/2009 00:00,12/04/2009 00:00
452,"the-golden-egg.com",242,-1,1,1,46490,164785,95103,15/01/2008 00:00,10/08/2013 00:00,"173.254.17.86","173.254.17.0","US","com",8,4,1,25/08/2008 00:00,25/08/2008 00:00
453,"texastraderrv.com",1800,-1,1,1,291204,1542747,112455,09/01/2008 00:00,10/08/2013 00:00,"74.205.62.99","74.205.62.0","US","com",14,8,1,20/07/2008 00:00,20/07/2008 00:00
454,"tangerweb.com",572,-1,1,1,20837,11446,10480,14/05/2008 00:00,16/09/2009 00:00,"107.20.206.69","107.20.206.0","US","com",6,2,1,23/10/2008 00:00,23/10/2008 00:00
455,"surf-site.com",622,-1,1,1,2137,368284,141339,09/01/2008 00:00,10/08/2013 00:00,"50.87.53.222","50.87.53.0","US","com",11,9,1,25/04/2008 00:00,25/04/2008 00:00
456,"superairportparking.com",2,-1,1,1,3,772685,772685,14/02/2008 00:00,06/10/2010 00:00,"208.73.211.152","208.73.211.0","US","com",0,0,1,05/10/2008 00:00,05/10/2008 00:00
457,"stranmillis.com",386,-1,1,1,1054596,1679465,585850,05/07/2009 00:00,15/07/2010 00:00,"67.215.66.132","67.215.66.0","US","com",5,0,1,13/01/2010 00:00,13/01/2010 00:00
458,"stay2z.com",71,-1,1,1,428,158586,91409,22/09/2008 00:00,10/08/2013 00:00,"178.79.150.105","178.79.150.0","UK","com",7,1,1,13/04/2011 00:00,02/03/2013 00:00
459,"statsdaemon.com",6628,-1,1,1,326997,3672378,762193,19/06/2009 00:00,23/07/2013 00:00,"188.92.75.58","188.92.75.0","LV","com",18,5,1,27/04/2010 00:00,27/04/2010 00:00
460,"soustava.com",91,-1,1,1,647,292145,77213,23/01/2008 00:00,10/08/2013 00:00,"50.115.114.4","50.115.114.0","US","com",5,2,1,19/05/2008 00:00,19/05/2008 00:00
461,"snowbirdheaven.com",717,-1,1,1,1734,196134,16982,10/01/2008 00:00,27/07/2013 00:00,"184.168.221.60","184.168.221.0","US","com",5,0,1,10/01/2008 00:00,10/01/2008 00:00
462,"skincareindia.com",2914,-1,1,1,129217,485897,103577,09/01/2008 00:00,10/08/2013 00:00,"74.86.89.172","74.86.89.0","US","com",23,18,1,04/08/2008 00:00,14/04/2012 00:00
463,"sharkseek.com",74,-1,1,1,361,137143,50039,11/10/2011 00:00,10/08/2013 00:00,"64.15.231.190","64.15.231.0","US","com",7,7,1,25/04/2013 00:00,25/04/2013 00:00
464,"searchthing.com",203,-1,1,1,660,1801336,422715,17/09/2009 00:00,10/08/2013 00:00,"216.35.75.124","216.35.75.0","US","com",14,13,1,04/05/2013 00:00,04/05/2013 00:00
465,"searchraven.com",46,-1,1,1,116,138106,42241,13/10/2011 00:00,10/08/2013 00:00,"64.15.231.145","64.15.231.0","US","com",5,1,1,05/08/2013 00:00,05/08/2013 00:00
466,"searchlot.com",0,-1,1,1,0,312176,312175,16/01/2009 00:00,10/08/2013 00:00,"64.14.40.138","64.14.40.0","US","com",0,0,1,15/03/2010 00:00,15/03/2010 00:00
467,"tweepletime.com",2,-1,1,1,2,541119,541119,18/09/2009 00:00,16/03/2012 00:00,"208.73.211.152","208.73.211.0","US","com",0,0,1,23/08/2010 00:00,23/08/2010 00:00
468,"searchindian.com",0,-1,1,1,0,150592,150591,25/01/2008 00:00,31/07/2013 00:00,"66.221.208.242","66.221.208.0","US","com",0,0,1,20/05/2008 00:00,20/05/2008 00:00
469,"ultimatervparksguide.com",0,-1,1,1,0,65,64,30/03/2011 00:00,22/07/2013 00:00,"65.74.137.142","65.74.137.0","US","com",0,0,1,23/04/2011 00:00,12/11/2012 00:00
470,"usbizdir.com",1,-1,1,1,1,708513,708512,07/07/2009 00:00,18/07/2011 00:00,"65.254.248.192","65.254.248.0","US","com",0,0,1,16/06/2010 00:00,16/06/2010 00:00
471,"kinderatlas.de",136,-1,1,1,318,421646,223253,10/01/2008 00:00,30/06/2013 00:00,"213.203.249.126","213.203.249.0","DE","de",5,0,1,05/07/2008 00:00,05/07/2008 00:00
472,"domaindb.de",200,-1,1,1,28199,1617162,333504,22/01/2008 00:00,10/08/2013 00:00,"82.165.78.127","82.165.78.0","DE","de",19,13,1,05/06/2013 00:00,05/06/2013 00:00
473,"defind.de",278,-1,1,1,2000,296563,113930,09/01/2008 00:00,14/12/2008 00:00,"83.149.109.210","83.149.109.0","NL","de",7,5,1,31/01/2008 00:00,31/01/2008 00:00
474,"military.cz",11051,-1,1,1,729244,841511,245114,09/01/2008 00:00,10/08/2013 00:00,"193.179.179.4","193.179.179.0","CZ","cz",36,27,1,14/05/2008 00:00,21/06/2012 00:00
475,"zofox.com",857,-1,1,1,4709,88150,78022,23/01/2008 00:00,16/07/2013 00:00,"50.63.202.30","50.63.202.0","US","com",9,25,1,23/02/2009 00:00,23/02/2009 00:00
476,"xeas.com",247,-1,1,1,304782,1161088,563168,25/01/2008 00:00,31/07/2013 00:00,"216.172.171.91","216.172.171.0","US","com",9,7,1,11/05/2008 00:00,11/05/2008 00:00
477,"wsetravel.com",3,-1,1,1,7,1124,980,08/03/2013 00:00,18/06/2013 00:00,"173.205.127.44","173.205.127.0","US","com",0,0,1,14/01/2012 00:00,08/03/2013 00:00
478,"wirelessresourcecenter.com",3,-1,1,1,8,30,14,14/01/2008 00:00,22/03/2008 00:00,"199.34.228.100","199.34.228.0","US","com",7,6,1,14/01/2008 00:00,14/01/2008 00:00
479,"wilderness-world.com",1,-1,1,1,1,119,93,20/03/2008 00:00,18/01/2013 00:00,"77.68.68.216","77.68.68.0","UK","com",0,0,1,13/07/2008 00:00,13/07/2008 00:00
480,"wholelook.com",1178,-1,1,1,79885,540051,207340,14/02/2008 00:00,02/07/2013 00:00,"74.117.221.143","74.117.221.0","KY","com",14,14,1,12/06/2010 00:00,12/06/2010 00:00
481,"wespeakmac.com",0,-1,1,1,0,46927,46927,01/03/2013 00:00,10/08/2013 00:00,"65.49.9.65","65.49.9.0","US","com",0,0,1,11/04/2013 00:00,11/04/2013 00:00
482,"webstrani.com",46,-1,1,1,12938,390053,35975,14/07/2008 00:00,10/08/2013 00:00,"50.31.138.120","50.31.138.0","US","com",12,0,1,01/01/2009 00:00,01/01/2009 00:00
483,"wdbase.com",213,-1,1,1,6700,384768,113452,09/01/2008 00:00,21/06/2013 00:00,"208.73.211.152","208.73.211.0","US","com",7,6,1,10/03/2008 00:00,10/03/2008 00:00
484,"waterbillmanager.com",4,-1,1,1,5,22009,8305,10/12/2010 00:00,11/04/2011 00:00,"67.215.66.132","67.215.66.0","US","com",0,0,1,08/04/2011 00:00,08/04/2011 00:00
485,"votreimmobilier.com",223,-1,1,1,38793,1104786,65583,05/02/2008 00:00,19/09/2008 00:00,"64.95.64.218","64.95.64.0","US","com",4,0,1,27/05/2008 00:00,27/05/2008 00:00
486,"volmi.com",339,-1,1,1,1397,508420,148040,15/09/2009 00:00,13/06/2013 00:00,"82.98.86.163","82.98.86.0","DE","com",7,1,1,21/12/2009 00:00,21/12/2009 00:00
487,"visityuma.com",3147,-1,1,1,23902,1957,1233,12/02/2008 00:00,10/08/2013 00:00,"174.36.31.76","174.36.31.0","US","com",34,26,1,13/09/2012 00:00,09/07/2013 00:00
488,"universal-search.com",186,-1,1,1,44653,1656503,398200,13/12/2008 00:00,01/05/2010 00:00,"209.85.51.210","209.85.51.0","US","com",5,0,1,21/09/2009 00:00,21/09/2009 00:00
489,"search-a-lot.com",0,-1,1,1,0,48598,48597,01/10/2010 00:00,10/08/2013 00:00,"64.14.40.138","64.14.40.0","US","com",0,0,1,26/03/2013 00:00,05/08/2013 00:00
490,"rvtoads.com",3742,-1,1,1,182783,24270,20807,13/01/2009 00:00,14/05/2013 00:00,"198.1.99.240","198.1.99.0","US","com",19,25,1,24/04/2011 00:00,18/03/2012 00:00
491,"rvparkyes.com",6,-1,1,1,36,56,53,22/09/2008 00:00,22/09/2008 00:00,"67.63.55.3","67.63.55.0","US","com",0,0,1,22/09/2008 00:00,22/09/2008 00:00
492,"pdfebooksz.com",717,-1,1,1,222117,4391328,429846,25/08/2010 00:00,13/09/2012 00:00,"208.91.197.104","208.91.197.0","UK","com",7,0,1,14/09/2010 00:00,14/09/2010 00:00
493,"pcservicetech.com",1,-1,1,1,2,125777,8451,22/01/2008 00:00,20/07/2013 00:00,"68.178.232.99","68.178.232.0","US","com",5,0,1,02/04/2008 00:00,02/04/2008 00:00
494,"osnaps.com",386,-1,1,1,72413,486801,247087,09/01/2008 00:00,10/08/2013 00:00,"216.177.140.130","216.177.140.0","US","com",7,1,1,23/03/2008 00:00,23/03/2008 00:00
495,"oo15.com",19,-1,1,1,43876,138742,54000,26/01/2010 00:00,10/08/2013 00:00,"118.244.124.126","118.244.124.0","CN","com",13,2,1,18/05/2013 00:00,18/05/2013 00:00
496,"olymposbeach.com",225,-1,1,1,73938,674690,318971,05/07/2008 00:00,10/08/2013 00:00,"188.138.95.91","188.138.95.0","DE","com",11,6,1,14/03/2009 00:00,14/03/2009 00:00
497,"noel9.com",862,-1,1,1,34671,5749669,347417,22/03/2008 00:00,08/08/2013 00:00,"199.21.151.60","199.21.151.0","CA","com",12,15,1,30/01/2009 00:00,30/01/2009 00:00
498,"njcampinginfo.com",2767,-1,1,1,11476,8939,7585,20/01/2008 00:00,10/08/2013 00:00,"64.120.20.243","64.120.20.0","US","com",27,13,1,26/10/2008 00:00,26/10/2008 00:00
499,"nickeyspostcards.com",2100,-1,1,1,3438,206733,98766,12/01/2009 00:00,10/08/2013 00:00,"216.97.227.40","216.97.227.0","US","com",10,16,1,06/06/2013 00:00,06/06/2013 00:00
500,"newtravels.com",674,-1,1,1,1279,236082,112800,09/01/2008 00:00,04/09/2009 00:00,"173.255.213.178","173.255.213.0","US","com",9,9,1,30/07/2008 00:00,30/07/2008 00:00
501,"modelkot.com",4194,-1,1,1,189337,2345550,635328,10/06/2009 00:00,26/06/2013 00:00,"188.92.75.57","188.92.75.0","LV","com",17,8,1,09/01/2011 00:00,09/01/2011 00:00
502,"metastrike.com",1808,-1,1,1,4295,416829,194108,09/01/2008 00:00,10/08/2013 00:00,"67.196.2.216","67.196.2.0","US","com",19,11,1,21/03/2013 00:00,21/03/2013 00:00
503,"medical-term.com",3,-1,1,1,3,583060,583059,10/01/2008 00:00,04/02/2013 00:00,"69.43.161.167","69.43.161.0","US","com",0,0,1,09/06/2009 00:00,09/06/2009 00:00
504,"marsrace.com",691,-1,1,1,1343,145264,88457,10/01/2008 00:00,10/08/2013 00:00,"97.74.42.79","97.74.42.0","US","com",10,10,1,27/04/2008 00:00,27/04/2008 00:00
505,"maroc-referencement.com",329,-1,1,1,5651,1414088,41548,28/05/2008 00:00,27/07/2013 00:00,"66.147.240.154","66.147.240.0","US","com",8,6,1,25/08/2008 00:00,25/08/2008 00:00
506,"linkimpression.com",47,-1,1,1,227,391093,86074,09/01/2008 00:00,28/12/2008 00:00,"72.64.138.75","72.64.138.0","US","com",5,0,1,31/05/2008 00:00,31/05/2008 00:00
507,"lilea.com",13829,-1,1,1,8122372,945410,564925,22/01/2008 00:00,08/02/2012 00:00,"79.96.9.164","79.96.9.0","PL","com",14,12,1,15/06/2008 00:00,15/06/2008 00:00
508,"lesamisdupleinair.com",619,-1,1,1,3525,17505,16295,03/10/2009 00:00,10/08/2013 00:00,"88.198.171.142","88.198.171.0","DE","com",21,6,1,08/05/2011 00:00,25/06/2013 00:00
509,"pdfxp.com",2731,-1,1,1,749801,12941245,973891,21/09/2009 00:00,10/08/2013 00:00,"67.159.35.227","67.159.35.0","US","com",26,8,1,25/10/2010 00:00,25/10/2010 00:00
510,"pepesearch.com",3301,-1,1,1,35745,460832,230213,09/01/2008 00:00,09/08/2013 00:00,"209.68.63.5","209.68.63.0","US","com",18,22,1,12/06/2008 00:00,12/06/2008 00:00
511,"pervod.com",0,-1,1,1,0,156246,156245,24/01/2008 00:00,08/01/2013 00:00,"67.215.77.132","67.215.77.0","US","com",0,0,1,11/05/2008 00:00,11/05/2008 00:00
512,"picayuneitem.com",16397,-1,1,1,249935,19858194,1366866,14/01/2008 00:00,10/08/2013 00:00,"74.84.203.168","74.84.203.0","US","com",39,32,1,20/09/2010 00:00,20/09/2010 00:00
513,"rvdad.com",210,-1,1,1,566,223,172,13/10/2009 00:00,10/08/2013 00:00,"199.34.228.100","199.34.228.0","US","com",13,9,1,21/12/2010 00:00,07/07/2013 00:00
514,"rv52.com",512,-1,1,1,9312,382859,139392,06/03/2010 00:00,10/08/2013 00:00,"141.101.117.14","141.101.117.0","EU","com",21,10,1,10/04/2013 00:00,10/04/2013 00:00
515,"rv2nd.com",74,-1,1,1,4509,3369,179,30/03/2008 00:00,,"69.43.161.170","69.43.161.0","US","com",0,0,1,30/03/2008 00:00,30/03/2008 00:00
516,"rosalesweb.com",6595,-1,1,1,395164,5715,3069,10/04/2008 00:00,10/08/2013 00:00,"72.9.158.42","72.9.158.0","US","com",21,18,1,02/08/2008 00:00,02/08/2008 00:00
517,"rollercoasterpennystocks.com",738,-1,1,1,4021,5232,4138,05/02/2008 00:00,11/11/2009 00:00,"208.52.167.84","208.52.167.0","US","com",7,9,1,11/11/2009 00:00,11/11/2009 00:00
518,"richbay.com",307,-1,1,1,3741,1076583,341591,10/01/2008 00:00,10/08/2013 00:00,"72.167.168.171","72.167.168.0","US","com",23,20,1,14/08/2010 00:00,14/08/2010 00:00
519,"recreation2000.com",25,-1,1,1,354,10330,9583,17/03/2013 00:00,09/08/2013 00:00,"96.127.176.138","96.127.176.0","US","com",10,11,1,20/03/2013 00:00,02/08/2013 00:00
520,"putitinme.com",0,-1,1,1,0,110934,110933,15/01/2008 00:00,01/09/2009 00:00,"216.239.32.21","216.239.32.0","US","com",0,0,1,10/06/2008 00:00,10/06/2008 00:00
521,"mauspfeil.de",683,-1,1,1,2508445,2511126,583109,11/01/2008 00:00,10/08/2013 00:00,"5.9.77.242","5.9.77.0","DE","de",21,10,1,30/04/2011 00:00,20/09/2012 00:00
522,"propertywindsor.com",26,-1,1,1,2430,651698,651697,22/12/2008 00:00,28/07/2013 00:00,"82.98.86.172","82.98.86.0","DE","com",0,0,1,30/04/2010 00:00,30/04/2010 00:00
523,"propertymayfair.com",41,-1,1,1,9552,707790,707790,18/12/2008 00:00,28/06/2013 00:00,"82.98.86.172","82.98.86.0","DE","com",0,0,1,16/11/2011 00:00,16/11/2011 00:00
524,"propertykent.com",22,-1,1,1,1660,844259,844259,21/06/2009 00:00,22/07/2013 00:00,"82.98.86.172","82.98.86.0","DE","com",0,0,1,23/11/2010 00:00,23/11/2010 00:00
525,"propertycheltenham.com",355,-1,1,1,7023630,910245,395278,20/12/2008 00:00,21/06/2012 00:00,"82.98.86.172","82.98.86.0","DE","com",6,0,1,30/03/2010 00:00,30/03/2010 00:00
526,"propertychelsea.com",29,-1,1,1,4926,827596,827595,20/12/2008 00:00,23/06/2013 00:00,"82.98.86.172","82.98.86.0","DE","com",0,0,1,18/06/2010 00:00,18/06/2010 00:00
527,"propertybrighton.com",15,-1,1,1,24,551787,551787,29/09/2008 00:00,28/12/2012 00:00,"82.98.86.172","82.98.86.0","DE","com",0,0,1,29/06/2010 00:00,29/06/2010 00:00
528,"primo-search.com",0,-1,1,1,0,275844,275844,25/10/2009 00:00,13/05/2011 00:00,"216.35.75.112","216.35.75.0","US","com",0,0,1,12/04/2010 00:00,12/04/2010 00:00
529,"predictionsfor2006.com",0,-1,1,1,0,181254,181254,29/01/2008 00:00,10/12/2009 00:00,"","","","com",0,0,1,20/05/2008 00:00,20/05/2008 00:00
530,"posizionamento.com",1600,-1,1,1,590828,628836,335326,09/01/2008 00:00,10/08/2013 00:00,"46.28.0.33","46.28.0.0","IT","com",20,36,1,20/05/2008 00:00,20/05/2008 00:00
531,"inter.co.yu",2439,-1,1,1,67387,266363,70169,21/01/2008 00:00,12/09/2012 00:00,"199.101.28.10","199.101.28.0","US","yu",13,14,1,08/04/2008 00:00,08/04/2008 00:00
532,"thesaweb.co.za",1354,-1,1,1,487450,804461,198959,24/01/2008 00:00,10/08/2013 00:00,"69.65.9.62","69.65.9.0","US","za",23,14,1,02/05/2008 00:00,11/03/2012 00:00
