"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_nonprofit.org","FirstLinkDate_alsnonprofit.org","LastLinkDate_nonprofit.org"
1,"online-internet-marketing-strategies.com",1526,-1,1,20248,509719,5718068,486984,30/07/2008 00:00,31/07/2013 00:00,"108.167.179.192","108.167.179.0","US","com",24,7,20248,11/05/2008 00:00,27/07/2012 00:00
2,"forcedgreen.com",2142,790696,1,13768,171165,2670607,298209,06/10/2008 00:00,31/07/2013 00:00,"184.173.210.193","184.173.210.0","US","com",27,25,13768,12/04/2009 00:00,30/11/2012 00:00
3,"goalforthegreen.com",980,441085,1,6134,152860,9957,8651,19/09/2008 00:00,31/07/2013 00:00,"174.120.22.125","174.120.22.0","US","com",26,17,6134,21/04/2009 00:00,24/12/2012 00:00
4,"soloadexplosion.com",321,-1,1,5065,56320,7519,6726,19/11/2008 00:00,31/07/2013 00:00,"108.167.179.192","108.167.179.0","US","com",18,7,5065,20/03/2009 00:00,08/02/2011 00:00
5,"mywizardads.com",4236,283794,1,3602,216906,4276052,321960,09/01/2008 00:00,31/07/2013 00:00,"108.167.179.192","108.167.179.0","US","com",30,15,3602,24/05/2009 00:00,17/01/2012 00:00
6,"imwebniches.com",293,-1,1,1981,52716,9343,7515,01/06/2009 00:00,01/08/2013 00:00,"108.167.179.192","108.167.179.0","US","com",18,7,1981,15/11/2010 00:00,13/11/2011 00:00
7,"boardmancountry.com",240,-1,1,1732,47830,3090,3050,13/11/2008 00:00,27/07/2013 00:00,"108.167.164.82","108.167.164.0","US","com",17,7,1732,30/04/2009 00:00,03/01/2013 00:00
8,"glosgiftsblog.com",1426,473288,1,1659,103025,42445,31824,13/03/2010 00:00,31/07/2013 00:00,"141.101.117.107","141.101.117.0","EU","com",14,2,1659,08/03/2010 00:00,08/03/2010 00:00
9,"commentexchange.net",35,-1,1,1288,3202,7726,4435,26/09/2009 00:00,13/09/2012 00:00,"64.95.64.194","64.95.64.0","US","net",7,2,1288,26/09/2009 00:00,26/09/2009 00:00
10,"americanbeauty.ws",1233,-1,1,1231,92870,1716,1619,12/01/2011 00:00,08/08/2013 00:00,"108.167.179.192","108.167.179.0","US","ws",20,15,1231,31/12/2010 00:00,03/01/2012 00:00
11,"elbeeservicesllc.com",281,-1,1,659,82984,1710,1502,23/02/2010 00:00,10/08/2013 00:00,"198.71.53.243","198.71.53.0","US","com",22,8,659,01/04/2011 00:00,12/04/2011 00:00
12,"morethansewso.com",354,-1,1,644,32289,5242,2570,13/11/2008 00:00,27/07/2013 00:00,"69.59.147.104","69.59.147.0","US","com",12,5,644,27/04/2009 00:00,27/04/2009 00:00
13,"mytangiblewealthblog.com",276,-1,1,430,39744,961,674,07/04/2009 00:00,14/02/2010 00:00,"67.18.16.68","67.18.16.0","US","com",12,3,430,27/04/2009 00:00,25/10/2009 00:00
14,"babyboomersblueprint.com",274,-1,1,296,24144,4793,739,30/01/2010 00:00,10/08/2013 00:00,"184.168.221.17","184.168.221.0","US","com",8,6,296,05/11/2009 00:00,05/11/2009 00:00
15,"asocialthing.com",41,-1,1,270,152,1656,1172,05/12/2011 00:00,21/07/2013 00:00,"82.98.86.161","82.98.86.0","DE","com",6,0,270,08/06/2011 00:00,08/06/2011 00:00
16,"brainfoggles.com",5534,359157,1,234,1030557,182651,113711,11/11/2008 00:00,10/08/2013 00:00,"198.1.90.123","198.1.90.0","US","com",38,21,234,25/05/2009 00:00,10/07/2013 00:00
17,"tooclothesminded.com",332,-1,1,203,19284,32564,27768,04/01/2011 00:00,02/08/2013 00:00,"173.201.1.1","173.201.1.0","US","com",19,2,203,23/04/2012 00:00,27/03/2013 00:00
18,"allaboutalternatives.com",90,-1,1,165,18018,419,316,08/03/2010 00:00,26/08/2010 00:00,"63.251.179.13","63.251.179.0","US","com",8,0,165,10/02/2010 00:00,08/03/2010 00:00
19,"vrgdt.se",209,-1,1,155,1586,50283,22114,27/12/2009 00:00,08/08/2013 00:00,"46.30.211.51","46.30.211.0","DK","se",18,9,155,15/04/2012 00:00,20/05/2012 00:00
20,"boncherry.com",13262,-1,1,143,126797,396552,218752,12/11/2008 00:00,10/08/2013 00:00,"97.74.181.119","97.74.181.0","US","com",34,16,143,19/03/2009 00:00,19/03/2009 00:00
21,"conniesview.com",870,-1,1,138,63588,4986,4452,24/02/2009 00:00,10/08/2013 00:00,"198.1.90.123","198.1.90.0","US","com",22,11,138,05/08/2009 00:00,27/03/2011 00:00
22,"corrinrenee.com",2378,-1,1,125,212063,21598,19111,04/02/2008 00:00,10/08/2013 00:00,"108.162.197.193","108.162.197.0","US","com",30,18,125,02/06/2009 00:00,25/05/2013 00:00
23,"mixitupwithmarc.com",148,-1,1,110,26774,1280,659,15/10/2008 00:00,25/04/2011 00:00,"208.73.210.29","208.73.210.0","US","com",8,3,110,28/04/2009 00:00,30/05/2009 00:00
24,"lvtc.org",1202,-1,1,90,20566,335206,205453,24/01/2008 00:00,10/08/2013 00:00,"208.109.14.135","208.109.14.0","US","org",21,17,90,09/12/2011 00:00,30/06/2013 00:00
25,"i-tong.com",1481,-1,1,89,50476,150547,17462,01/05/2008 00:00,10/08/2013 00:00,"141.101.117.154","141.101.117.0","EU","com",28,7,89,13/04/2011 00:00,13/04/2011 00:00
26,"joes-time-life-travels.com",34,-1,1,83,6879,434,317,14/03/2010 00:00,14/01/2012 00:00,"82.98.86.175","82.98.86.0","DE","com",5,1,83,31/12/2009 00:00,24/02/2010 00:00
27,"thecharityclub.com",69,-1,1,76,6413,74446,19156,14/03/2009 00:00,31/07/2013 00:00,"174.132.128.126","174.132.128.0","US","com",15,0,76,19/07/2009 00:00,19/07/2009 00:00
28,"thecharityclub.net",139,-1,1,71,5990,48682,13807,29/09/2012 00:00,31/07/2013 00:00,"174.132.128.126","174.132.128.0","US","net",22,0,71,06/10/2012 00:00,22/02/2013 00:00
29,"geekyhousewife.com",1458,-1,1,50,100001,6744,6216,01/04/2008 00:00,10/08/2013 00:00,"208.113.215.153","208.113.215.0","US","com",22,17,50,19/11/2009 00:00,04/07/2012 00:00
30,"fragileheart.com",1120,-1,1,50,64840,21161,19527,09/01/2008 00:00,09/08/2013 00:00,"205.186.187.211","205.186.187.0","US","com",22,8,50,22/03/2009 00:00,10/10/2009 00:00
31,"mariorozenwurcel.com.ar",646,-1,1,44,43298,75114,22020,04/08/2009 00:00,01/08/2013 00:00,"190.228.29.85","190.228.29.0","AR","ar",12,2,44,13/04/2012 00:00,13/04/2012 00:00
32,"recycledfrockery.com",1542,-1,1,34,134388,2023705,313378,18/09/2008 00:00,23/06/2012 00:00,"173.254.28.51","173.254.28.0","US","com",13,5,34,15/08/2009 00:00,15/08/2009 00:00
33,"spicypage.com",6825,29658,1,33,977777,1573683,413200,15/01/2008 00:00,10/08/2013 00:00,"216.15.211.134","216.15.211.0","US","com",35,21,33,22/04/2009 00:00,22/04/2009 00:00
34,"online-livecams.com",304,-1,1,33,242169,5519,3646,21/02/2009 00:00,10/08/2013 00:00,"91.184.57.238","91.184.57.0","NL","com",23,14,33,04/04/2011 00:00,04/04/2011 00:00
35,"whoisluanneribble.com",63,-1,1,33,19840,462,287,23/09/2008 00:00,27/04/2009 00:00,"","","","com",6,3,33,16/04/2009 00:00,16/04/2009 00:00
36,"blogspot.com",10026461,11,1,32,30390382927,4792000861,276091166,09/01/2008 00:00,10/08/2013 00:00,"173.194.73.191","173.194.73.0","US","com",95,90,32,25/03/2009 00:00,26/09/2011 00:00
37,"perfectgolfshoe.com",1,-1,1,32,1,6267,6260,29/05/2013 00:00,12/06/2013 00:00,"","","","com",1,0,32,30/05/2013 00:00,30/05/2013 00:00
38,"myhealthcare.com",3980,-1,1,32,173075,2197198,252403,11/01/2008 00:00,10/08/2013 00:00,"69.13.39.34","69.13.39.0","US","com",25,17,32,03/06/2011 00:00,09/09/2011 00:00
39,"karensopinion.com",1394,-1,1,32,96458,8566,8294,29/03/2008 00:00,31/07/2013 00:00,"174.132.192.94","174.132.192.0","US","com",27,14,32,11/10/2009 00:00,04/07/2013 00:00
40,"worldnewsvine.com",2798,-1,1,30,50511,70749,52207,18/12/2009 00:00,10/08/2013 00:00,"108.59.252.49","108.59.252.0","US","com",31,13,30,22/07/2010 00:00,29/07/2010 00:00
41,"jumptags.com",123455,12061,1,27,90448507,42696048,2030603,05/02/2008 00:00,10/08/2013 00:00,"107.20.165.139","107.20.165.0","US","com",55,43,27,18/04/2009 00:00,24/10/2011 00:00
42,"hardrocktriathlon.com",6,-1,1,26,6,1111,597,15/11/2010 00:00,07/08/2013 00:00,"208.109.14.135","208.109.14.0","US","com",0,0,26,25/03/2013 00:00,30/06/2013 00:00
43,"citycare.com",547,-1,1,22,2688,6599,4515,23/01/2008 00:00,01/07/2013 00:00,"184.183.10.116","184.183.10.0","US","com",11,15,22,12/10/2009 00:00,03/11/2009 00:00
44,"mister-wong.com",220402,18406,1,20,319742978,120163748,2383791,11/01/2008 00:00,10/08/2013 00:00,"80.246.52.16","80.246.52.0","DE","com",50,47,20,28/05/2009 00:00,30/07/2009 00:00
45,"1stopmom.com",2287,-1,1,20,225652,29351,22120,15/05/2008 00:00,31/07/2013 00:00,"174.120.119.218","174.120.119.0","US","com",25,21,20,09/03/2011 00:00,17/03/2011 00:00
46,"propeller.com",237948,252881,1,19,172919408,79500370,3370149,09/01/2008 00:00,06/07/2013 00:00,"174.143.139.214","174.143.139.0","US","com",42,42,19,13/06/2009 00:00,08/09/2009 00:00
47,"journey1000words.com",907,592408,1,19,58953,15122,12313,15/03/2008 00:00,10/08/2013 00:00,"209.212.153.128","209.212.153.0","US","com",21,15,19,15/09/2009 00:00,04/07/2013 00:00
48,"nevadacareconnection.org",374,-1,1,19,1157,7825,5522,28/01/2008 00:00,15/07/2013 00:00,"70.32.121.99","70.32.121.0","US","org",11,19,19,08/07/2008 00:00,08/07/2008 00:00
49,"nevadacarauctions.com",16,-1,1,19,63,18693,15900,20/03/2013 00:00,10/08/2013 00:00,"198.1.113.124","198.1.113.0","US","com",10,4,19,03/04/2013 00:00,17/07/2013 00:00
50,"trews.org",563,-1,1,19,6786,17067,12675,29/01/2008 00:00,07/08/2013 00:00,"72.44.94.141","72.44.94.0","US","org",21,13,19,05/11/2008 00:00,05/11/2008 00:00
51,"fitforyounyc.com",0,-1,1,18,0,338048,338048,11/02/2008 00:00,16/07/2013 00:00,"97.74.42.79","97.74.42.0","US","com",0,0,18,21/09/2009 00:00,21/09/2009 00:00
52,"web2siteoutlook.com",1,-1,1,17,1,363909,363909,14/05/2010 00:00,10/08/2013 00:00,"82.98.86.173","82.98.86.0","DE","com",0,0,17,18/06/2010 00:00,18/06/2010 00:00
53,"stressfreehomerepairs.com",30,-1,1,17,37611,14,12,07/07/2013 00:00,30/07/2013 00:00,"74.208.75.44","74.208.75.0","US","com",14,7,17,19/06/2012 00:00,07/07/2013 00:00
54,"itsonitsway.net",64,-1,1,15,186,491428,304699,02/03/2008 00:00,18/01/2013 00:00,"67.220.206.213","67.220.206.0","US","net",5,0,15,09/12/2009 00:00,11/02/2010 00:00
55,"catdrivers.com",282,-1,1,14,4406,7344,6521,31/10/2010 00:00,10/08/2013 00:00,"173.201.216.15","173.201.216.0","US","com",26,10,14,01/12/2012 00:00,01/12/2012 00:00
56,"viewnews.com",6476,-1,1,14,934119,195930,95883,14/01/2008 00:00,10/03/2013 00:00,"12.9.217.39","12.9.217.0","US","com",22,34,14,14/10/2008 00:00,14/10/2008 00:00
57,"blogmemes.com",10819,-1,1,13,11273132,5412099,1082021,09/01/2008 00:00,09/08/2013 00:00,"178.33.136.3","178.33.136.0","FR","com",41,33,13,13/03/2009 00:00,20/04/2009 00:00
58,"charitycenters.com",0,-1,1,13,0,61264,61264,01/03/2010 00:00,07/08/2013 00:00,"64.207.179.40","64.207.179.0","US","com",0,0,13,31/03/2010 00:00,31/03/2010 00:00
59,"nothanksneeded.com",63,-1,1,12,1151,447260,264050,27/08/2009 00:00,23/07/2010 00:00,"64.74.223.41","64.74.223.0","US","com",5,0,12,05/11/2009 00:00,29/11/2009 00:00
60,"ffwpr.com",354,-1,1,12,1558,1808,1509,13/12/2009 00:00,09/08/2013 00:00,"199.47.211.67","199.47.211.0","US","com",18,12,12,14/05/2012 00:00,04/06/2013 00:00
61,"healthprobes.com",1,-1,1,11,1,1397198,1397198,28/01/2008 00:00,10/08/2013 00:00,"176.74.176.167","176.74.176.0","UK","com",0,0,11,05/12/2008 00:00,13/02/2010 00:00
62,"linkresell.com",1857,27381,1,10,617766,72703,63943,05/12/2011 00:00,10/08/2013 00:00,"67.20.83.144","67.20.83.0","US","com",26,10,10,28/03/2013 00:00,29/03/2013 00:00
63,"cogizz.com",1454,49670,1,10,104549,168841,109154,01/10/2009 00:00,10/08/2013 00:00,"74.220.199.6","74.220.199.0","US","com",31,10,10,30/04/2013 00:00,04/05/2013 00:00
64,"sncil.org",233,-1,1,10,32366,2550,2369,29/01/2008 00:00,10/08/2013 00:00,"64.74.115.26","64.74.115.0","US","org",20,21,10,02/03/2013 00:00,02/07/2013 00:00
65,"umash.net",1049,-1,1,10,129751,6901096,1431071,06/06/2008 00:00,09/08/2013 00:00,"49.212.10.232","49.212.10.0","JP","net",7,1,10,30/09/2008 00:00,30/09/2008 00:00
66,"anxietyzone.com",4048,85634,1,9,84050,1014703,520181,15/01/2008 00:00,10/08/2013 00:00,"108.160.148.135","108.160.148.0","US","com",28,27,9,12/09/2010 00:00,29/11/2010 00:00
67,"renown.org",2782,342909,1,9,443821,100296,42044,30/01/2008 00:00,10/08/2013 00:00,"199.117.41.152","199.117.41.0","US","org",34,39,9,09/08/2009 00:00,27/12/2010 00:00
68,"thelinklv.com",332,-1,1,9,2045,22088,14119,09/01/2008 00:00,09/08/2013 00:00,"64.95.64.194","64.95.64.0","US","com",10,7,9,10/03/2008 00:00,29/03/2008 00:00
69,"milkyentertainment.com",85,-1,1,9,335,1289736,309420,27/08/2009 00:00,20/01/2013 00:00,"97.79.238.200","97.79.238.0","US","com",6,13,9,08/12/2009 00:00,12/12/2009 00:00
70,"blogspot.de",341598,619,1,8,130372053,341511839,52483958,14/09/2009 00:00,10/08/2013 00:00,"173.194.70.191","173.194.70.0","US","de",67,57,8,05/04/2012 00:00,29/11/2012 00:00
71,"prweb.com",797665,1713,1,8,187923216,23978694,5950762,09/01/2008 00:00,10/08/2013 00:00,"63.146.182.135","63.146.182.0","US","com",84,75,8,25/07/2008 00:00,17/08/2008 00:00
72,"theabundantallianceblog.com",1060,-1,1,8,39517,3021885,325313,18/11/2008 00:00,08/08/2013 00:00,"184.168.221.25","184.168.221.0","US","com",11,6,8,09/08/2009 00:00,09/08/2009 00:00
73,"brisbanevintagewatches.org",68,-1,1,8,230,101801,79087,21/02/2013 00:00,31/07/2013 00:00,"50.116.122.128","50.116.122.0","US","org",7,0,8,16/04/2013 00:00,16/04/2013 00:00
74,"infowebdb.com",3,-1,1,8,304,632025,632024,22/10/2008 00:00,09/02/2013 00:00,"67.215.66.132","67.215.66.0","US","com",0,0,8,23/12/2009 00:00,23/12/2009 00:00
75,"heatherinbc.com",527,-1,1,8,76651,5081,3933,06/02/2010 00:00,10/08/2013 00:00,"69.89.31.66","69.89.31.0","US","com",30,23,8,25/11/2010 00:00,13/12/2012 00:00
76,"baikalglobal.com",2078,23993,1,7,274958,135108,98780,03/08/2009 00:00,10/08/2013 00:00,"216.18.228.115","216.18.228.0","US","com",38,14,7,19/02/2013 00:00,07/03/2013 00:00
77,"easylinklist.com",732,26878,1,7,29687,96816,62143,19/11/2011 00:00,10/08/2013 00:00,"67.228.51.122","67.228.51.0","US","com",24,16,7,06/03/2013 00:00,06/03/2013 00:00
78,"alsforums.com",5942,270398,1,7,141504,1251387,452788,10/01/2008 00:00,10/08/2013 00:00,"184.107.204.93","184.107.204.0","CA","com",37,45,7,20/01/2010 00:00,21/12/2012 00:00
79,"colecciontotal.com",265,401928,1,7,270962,88431,51650,11/02/2010 00:00,10/08/2013 00:00,"66.147.240.185","66.147.240.0","US","com",26,8,7,16/05/2013 00:00,16/05/2013 00:00
80,"sadies-skinny.com",321,-1,1,7,24709,4023,1614,27/04/2009 00:00,28/07/2013 00:00,"69.43.161.179","69.43.161.0","US","com",22,11,7,03/09/2009 00:00,21/09/2009 00:00
81,"washoeimaging.com",32,-1,1,7,68,84413,36329,29/01/2008 00:00,08/08/2013 00:00,"199.117.41.152","199.117.41.0","US","com",9,8,7,29/10/2009 00:00,19/11/2011 00:00
82,"nonethericher.net",2,-1,1,7,2,1130260,1130260,23/01/2008 00:00,11/02/2013 00:00,"50.63.202.84","50.63.202.0","US","net",0,0,7,13/07/2009 00:00,13/07/2009 00:00
83,"blogspot.fr",321888,-1,1,7,134227692,308238119,43798435,13/08/2008 00:00,10/08/2013 00:00,"173.194.71.191","173.194.71.0","US","fr",60,45,7,07/06/2012 00:00,19/10/2012 00:00
84,"blogspot.nl",186697,1657,1,6,56300263,247615898,32417725,13/10/2011 00:00,10/08/2013 00:00,"74.125.142.191","74.125.142.0","US","nl",58,46,6,17/09/2012 00:00,21/10/2012 00:00
85,"snapcc.org",1661,28640,1,6,44543,149871,110087,22/01/2008 00:00,10/08/2013 00:00,"198.154.253.239","198.154.253.0","US","org",28,27,6,03/01/2013 00:00,02/06/2013 00:00
86,"7live7.com",6587,273977,1,6,134336096,35142961,1477564,21/01/2009 00:00,04/09/2012 00:00,"216.8.179.25","216.8.179.0","CA","com",15,9,6,25/05/2010 00:00,25/05/2010 00:00
87,"webmii.com",354,330190,1,6,315304,1076343,1076343,23/09/2009 00:00,10/08/2013 00:00,"195.95.224.130","195.95.224.0","FR","com",13,5,6,23/01/2010 00:00,23/11/2011 00:00
88,"smbizowner.com",316,501424,1,6,2940,4631170,784834,31/01/2009 00:00,18/04/2013 00:00,"198.1.121.175","198.1.121.0","US","com",8,2,6,13/06/2009 00:00,13/06/2009 00:00
89,"vegasmagazine.com",3217,556383,1,6,360378,12544,9426,18/01/2008 00:00,10/08/2013 00:00,"199.91.169.140","199.91.169.0","US","com",41,44,6,02/09/2012 00:00,13/05/2013 00:00
90,"parentyourparents.com",472,-1,1,6,4087,52099,18715,19/11/2008 00:00,10/08/2013 00:00,"69.89.31.178","69.89.31.0","US","com",22,17,6,03/12/2008 00:00,12/01/2012 00:00
91,"launchwizards.com",69,-1,1,6,19636,385,302,22/10/2008 00:00,24/07/2013 00:00,"74.53.105.48","74.53.105.0","US","com",10,6,6,09/05/2009 00:00,09/05/2009 00:00
92,"inew.ru",1700,-1,1,6,530607,99681,42413,05/04/2008 00:00,10/08/2013 00:00,"87.242.115.30","87.242.115.0","RU","ru",26,8,6,08/06/2009 00:00,08/06/2009 00:00
93,"wordsdomination.com",5057,-1,1,6,198238,654643,255861,04/09/2010 00:00,10/08/2013 00:00,"206.214.217.22","206.214.217.0","US","com",29,10,6,27/10/2010 00:00,23/06/2012 00:00
94,"wildhogs.se",130,-1,1,6,23864,2225,1793,15/06/2012 00:00,10/08/2013 00:00,"46.30.211.53","46.30.211.0","DK","se",21,2,6,23/02/2013 00:00,23/07/2013 00:00
95,"whole-hog-blogs.com",179,-1,1,6,834296,43,31,06/11/2009 00:00,,"192.31.186.145","192.31.186.0","US","com",8,3,6,25/10/2009 00:00,06/08/2010 00:00
96,"werlv.com",2209,-1,1,6,116592,16831,14064,06/06/2008 00:00,09/08/2013 00:00,"67.72.16.137","67.72.16.0","US","com",30,22,6,15/10/2008 00:00,15/10/2008 00:00
97,"fancygiftbaskets.net",1660,-1,1,6,17292,52672,45375,14/10/2011 00:00,31/07/2013 00:00,"50.116.97.194","50.116.97.0","US","net",8,0,6,16/08/2012 00:00,16/08/2012 00:00
98,"getcurious.info",87,-1,1,6,3967,523,263,12/11/2009 00:00,10/08/2013 00:00,"141.8.225.38","141.8.225.0","CH","info",12,3,6,26/10/2010 00:00,10/07/2013 00:00
99,"washoehealth.com",1156,-1,1,6,4193,42081,22615,29/01/2008 00:00,16/05/2011 00:00,"188.40.138.148","188.40.138.0","DE","com",11,11,6,28/08/2009 00:00,28/08/2009 00:00
100,"blogspot.no",108143,4632,1,5,34082812,187556529,22752875,24/01/2008 00:00,10/08/2013 00:00,"74.125.143.191","74.125.143.0","US","no",52,39,5,21/07/2012 00:00,08/10/2012 00:00
101,"betterseodirectory.com",1124,28117,1,5,116213,136630,94416,02/05/2011 00:00,10/08/2013 00:00,"66.147.240.185","66.147.240.0","US","com",19,12,5,16/10/2012 00:00,28/12/2012 00:00
102,"seenation.com",20621,31137,1,5,403779,2253976,673812,17/01/2008 00:00,15/07/2013 00:00,"205.234.107.89","205.234.107.0","US","com",43,29,5,17/02/2008 00:00,17/02/2008 00:00
103,"htosports.com",4656,244946,1,5,267959,281061,112098,26/01/2008 00:00,01/08/2013 00:00,"66.36.101.130","66.36.101.0","US","com",31,27,5,06/07/2011 00:00,02/09/2012 00:00
104,"knpr.org",7367,838266,1,5,2535069,63641,39129,21/01/2008 00:00,10/08/2013 00:00,"66.209.79.122","66.209.79.0","US","org",44,41,5,07/10/2008 00:00,17/04/2012 00:00
105,"horsesinthesouth.com",4142,-1,1,5,2991232,501722,139143,15/01/2008 00:00,10/08/2013 00:00,"198.154.192.88","198.154.192.0","US","com",30,25,5,14/08/2011 00:00,09/11/2012 00:00
106,"washoern.com",19,-1,1,5,44,76593,37051,29/01/2008 00:00,08/08/2013 00:00,"199.117.41.152","199.117.41.0","US","com",0,0,5,13/08/2009 00:00,13/08/2009 00:00
107,"aboutbfs.com",1132,-1,1,5,6572,45504,37778,12/10/2009 00:00,10/08/2013 00:00,"141.101.117.216","141.101.117.0","EU","com",37,6,5,13/11/2012 00:00,30/01/2013 00:00
108,"webmii.us",16,-1,1,5,53281,296954,296954,20/01/2010 00:00,01/02/2013 00:00,"195.95.224.130","195.95.224.0","FR","us",4,0,5,03/04/2010 00:00,04/05/2010 00:00
109,"genealogylocator.com",3174,-1,1,5,27112,1707155,567038,09/01/2008 00:00,26/06/2013 00:00,"69.64.82.148","69.64.82.0","US","com",11,15,5,11/11/2011 00:00,31/01/2012 00:00
110,"bookmarkjunky.info",3,-1,1,5,3,236857,236857,25/10/2008 00:00,22/04/2012 00:00,"199.101.28.20","199.101.28.0","US","info",0,0,5,03/06/2009 00:00,03/06/2009 00:00
111,"kilroyshockey.com",112,-1,1,5,909,30357,16926,09/01/2008 00:00,02/02/2013 00:00,"66.36.101.130","66.36.101.0","US","com",6,1,5,18/01/2008 00:00,21/06/2012 00:00
112,"kintera.org",116381,12160,1,4,528052349,406122718,19205575,10/01/2008 00:00,10/08/2013 00:00,"23.11.85.130","23.11.85.0","US","org",61,70,4,29/09/2012 00:00,29/09/2012 00:00
113,"littlewebdirectory.com",20817,14589,1,4,4525810,2185125,360823,11/01/2008 00:00,10/08/2013 00:00,"208.109.138.201","208.109.138.0","US","com",37,31,4,27/08/2012 00:00,27/08/2012 00:00
